Africa	n.非洲
秋天	 autumn
秋田	 Akita
丘	 Confucius; given name; mound
丘	 mound
邱	 (surname); mound
球	 ball; sphere
球棒	 (baseball) bat
球拍	 racket
球台	 table (for games using balls)
球网	 net (for ball games)
球鞋	 athletic shoes
球状	 sphere
球状物	 globe
求	 to seek; to look for; to request; to demand; to beseech
求爱	 woo
求婚	 propose marriage
囚	 prisoner
囚犯	 a prisoner; a convict
囚禁	 captivity
酋	 tribal chief
泅	 submerge; swim under water
趋	 to hasten; to hurry; walk fast
趋奉	 to fawn on; to kiss up to
趋附	 to ingratiate oneself
趋时	 to follow fashion
趋势	 trend; tendency
趋向	 direction; trend; to incline
区	 (ancient volume measure); (surname); area; region; district; small;  distinguish
区别	 difference; to distinguish; to discriminate; to make a distinction
区区	 trivial
区域	 area; region; district
区域网路	 local area network; LAN
区域网路技术	 LAN technology
区域网络	 local area network ; LAN
蛆	 maggot
曲	 bent; crooked; wrong
曲	 tune; song
曲棍球	 hockey
曲折	 complicated; winding
躯	 human body
躯干	 trunk
躯干	 trunk; torso
躯体	 the body
屈	 bent; feel wronged
屈服	 to surrender; to yield
屈曲	 crooked
驱	 to expel; to urge on; to drive; to run quickly
驱除	 repel
驱动	 to drive
驱动器	 drive
驱散	 disperse; break up
驱逐	 banishment
驱逐出境	 deport; expel
渠	 big; stream or canal; drain; ditch
渠道	 channels
渠沟	 trench
取	 to take; to get; to choose; to fetch
取代	 substitute; to replace; to supplant
取得	 to acquire; to get; to obtain
取得大学学位	 to obtain a university education
取而代之	 substitute; remove and replace (someone)
取决	 depend upon; hinge upon
取暖	 to warm oneself (by a fire, etc.)
取消	 cancel
取消禁令	 to life a prohibition; to lift a ban
取笑	 tease
娶	 take a wife
龋	 decayed teeth; dental caries
趣	 interesting; to interest
趣剧	 farce
趣味	 to interest
去	 to go; to leave; to remove
去国外	 to go abroad
去年	 last year
去世	 to pass away; to die
圈	 to confine; enclose
圈	 pen (pig); a fold
圈	 circle; ring; loop
圈套	 trap
圈状物	 hoop
颧	 cheek bones
权	 authority; power; right
权柄	 authority
权衡	 weigh; balance
权利	 a power; a right
权力	 (wield) power
权能	 power
权威	 authority; authoritative
权威性	 authoritative; (having) authority
权钥	 keys of authority
权杖	 scepter
醛	 aldehyde
泉	 fountain; spring
全	 all; whole; entire; every; complete
全部	 whole; entire; complete
全场一致	 unanimous
全程	 (during an) entire journey
全斗焕	 Chun Doo Hwan (former South Korean president)
全国	 entire country; nationwide
全国性	 national
全会	 plenary session (at a conference)
全景	 panoramic view
全力以赴	 do at all costs; make an all-out effort
全面	 all-around; comprehensive; total; overall
全面禁止	 complete prohibition; total ban
全球	 entire; total; global
全球气候	 global climate
全球气候升温	 global warming
全球资讯网	 world wide web; WWW
全然	 completely
全神灌注	 rapture
全世界	 worldwide; entire world
全世界第一	 world's first
全体人员	 crew
全同	 identical
全心全意	 heart and soul; wholeheartedly
全州	 Chonju
痊	 recover (from illness)
拳	 fist
拳击	 boxing
拳头	 fist
犬	 dog
券	 deed; bond; contract; ticket
劝	 to advise; to urge; to try to persuade
劝导	 try to convince; advise (someone to do something)
劝说	 persuade; persuasion; advise
缺	 lack; scarce; vacant post; to run short of
缺点	 weak point; fault; shortcoming
缺乏	 shortage; be lacking; to be short of; to lack
缺口	 nick
缺少	 lack; shortage of; to be short (of); to lack
缺席	 absence; absent
缺陷	 a defect; a flaw
缺氧症	 anoxia
炔	 alkyne
瘸	 lame
却	 but; yet; however; while; to go back; to decline; to retreat; nevertheless
却病	 to prevent or treat a disease
却步	 to step back
却之下恭	 to refuse would be impolite
鹊	 magpie
榷	 consult; knock; beat
确	 authenticated; solid; firm; real; true
确	 authenticated; solid; firm
确保	 ensure; guarantee
确定	 definite; certain; fixed; to fix; to determine
确切	 definite; exact; precise
确认	 confirm; verify
确实	 indeed; really; reliable; real; true
确信	 confident
确有其事	 (confirm to be) true; authentic
确诊	 to make a definite diagnosis
雀	 bird
雀	 bird
雀	 lentigo
雀斑	 freckle
裙	 skirt
裙子	 skirt
群	 crowd; flock; group
群岛	 group of islands; archipelago
群花	 blossom
群山	 Kunsan
群体	 colony
群众	 the masses
然	 correct; right; so; thus; like this; -ly
然而	 however; yet; but
然后	 after; then (afterwards); after that; afterwards
然後	 after; then (afterwards); after that; afterwards
燃	 burn; combustion
燃放	 light; set off (firecrackers, etc.)
燃料	 fuel
燃烧	 combustion; flaming; kindle
冉	 (surname); passing (of time)
染	 to catch (a disease); dye
染料	 dye
瓤	 pulp of fruit
壤	 soil; earth
攘	 throw into confusion
嚷	 blurt out; to shout
让	 to ask; to let; permit; have (someone do something); to yield; to allow
让步	 (make a) concession; to give in; to yield
让开	 to get out of the way; to step aside
让路	 to make way (for sth)
让球	 to concede points (in a game)
让位	 to abdicate; to yield
让坐	 to give up one's seat; to be seated
饶	 (surname); to spare
饶恕	 forgiveness; spare
扰	 disturb
扰乱	 infest
绕	 go around; to wind (around)
惹	 to provoke; to exasperate; to annoy
热	 heat; to heat up; fervent; hot (of weather); warm up
热潮	 upsurge
热忱	 ardor; enthusiastic
热诚	 devotion; fervor
热带	 tropic; tropical
热力	 heat
热烈	 warm (welcome, etc)
热门货	 goods in great demand
热那亚	 Genoa
热闹	 bustling with noise and excitement; lively
热气	 steam; heat
热切	 fervent
热情	 cordial; enthusiastic; passion; passionate; passionately
热烫	 to burn
热望	 aspire
热线	 hotline (communications link)
热心	 enthusiasm; zeal; zealous; zest; enthusiastic; ardent; warmhearted
壬	 9th heavenly stem
仁	 humane
仁川	 Inch'On
仁慈	 benevolent; charitable; kind; kindly; kindness; merciful
人	 man; person; people
人才	 talented person
人大	 (China) National People's Congress
人道	 humanity
人道主义	 humanism
人工流产	 abortion
人家	 other people
人间	 man's world; the world
人均	 per capita
人口	 population
人口稠密	 populous
人口调查	 census
人类	 humanity; human race; mankind
人们	 people
人民	 (the) people
人民币	 Chinese unit of currency; renminbi
人民大会堂	 Great Hall of the People, at Tiananmen Square
人民法院	 people's court (of law); people's tribunal
人民公社	 people's commune
人民解放军	 People's Liberation Army
人民日报	 Renmin Ribao (People's Daily)
人民行动党	 People's Action Party (ruling party in Singapore)
人民英雄纪念碑	 Monument to the People's Heroes, at Tiananmen Square
人权	 human rights
人权观察	 Human Rights Watch (organization)
人群	 a crowd
人身	 personal; (on someone's) person or body
人士	 person; figure; public figure
人事	 personnel
人事部门	 personnel office
人手	 manpower
人寿保险	 life insurance
人数	 number of people
人体	 human body
人体器官	 human organ
人头	 number of people; (per) capita
人头狮身	 sphinx
人物	 characters (in a play, novel, etc.); figure; someone who plays a part
人物描写	 portrayal
人行道	 sidewalk
人性	 human
人选	 person(s) selected (for a job, etc.)
人员	 staff; crew; personnel
人造	 man-made; artificial
人造语言	 artificial language; constructed language
忍	 to beat; to endure; to tolerate
忍受	 bear; endure
韧	 annealed; pliable but strong; tough; tenacious
韧带	 ligament
韧体	 firmware
韧性	 toughness
任	 to assign; to appoint; office; responsibility
任何	 any; whatever; whichever; whatsoever
任何其他	 any other
任何人	 anyone
任免	 to appoint and dismiss
任命	 to appoint and nominate
任凭	 no matter what; despite
任期	 term of office
任务	 mission; assignment; task; duty; role
任性	 capricious
任意	 arbitrarily; at will; random
任用	 to appoint; to assign
任职	 hold an office or post
认	 to recognize; to know; to admit
认出	 recognition; recognize
认定	 maintain (that something is true); be of the firm opinion that; to firmly  believe
认识	 be acquainted with (a person); to know; to be familiar with; to recognize
认为	 to believe; to think; to consider; to feel
认真	 earnest; serious; take seriously; take to heart
认证	 authenticate; approve
认知	 acknowledge
刃	 edge of blade
妊	 be pregnant
纫	 to string; to thread (needle)
扔	 throw
仍	 still; yet; to remain
仍旧	 still (remaining); to remain (the same); yet
仍然	 still; yet
日	 Japan; day; sun; date; day of the month
日报	 daily newspaper
日本	 Japan; Japanese
日本电报电话公司	 Nippon Telegraph and Telephone; NTT
日本经济新闻	 Japanese Economic News
日本人	 Japanese person or people
日常工作	 routine
日程	 schedule; itinerary
日出	 sunrise
日耳曼	 Germanic
日耳曼语	 Germanic language
日方	 the Japanese side or party (in negotiations, etc.)
日后	 sometime; someday (in the future)
日记	 diary
日间	 daytime
日渐	 (keep increasing, changing, etc.) day by day
日经指数	 Nikkei Index (of Japanese stocks)
日军	 Japanese army; Japanese troops
日历	 calendar
日利纳	 Zilina
日落	 sundown; sunset
日美	 Japan-US
日内瓦	 Geneva
日内瓦湖城	 Lake Geneva
日期	 date
日前	 the other day; a few days ago
日趋	 gradually; day by day
日惹	 Yogyakarta 
日蚀	 eclipse
日文	 Japanese (language)
日夜	 day and night; around the clock
日益	 day by day; more and more; increasingly; more and more with each passing  day
日益增加	 to increase daily
日语	 Japanese (language)
日圆	 Japanese yen (unit of currency)
日志	 journal
日中	 Japan-China
日子	 a (calendar) date; days of (someone's) life; day; date
日後	 sometime; someday (in the future)
戎	 (surname); weapon
茸	 confused; fluffy; luxuriant growth
蓉	 lotus
荣	 glory; honored
荣获	 prize; award
荣获诺贝尔奖	 Nobel prize
荣幸	 honored
荣耀	 honor; glory
荣誉	 honor
融	 harmonious; melt; mild
融解	 molten
熔	 to smelt; fuse
熔解	 fusion
熔矿炉	 furnace
溶	 dissolve
溶化	 melt
溶解	 dissolve; solution
容	 to hold; to contain; to allow; appearance; look; countenance
容量	 capacity
容貌	 countenance; personage
容纳	 contain; accommodate
容器	 receptacle; vessel
容忍	 to put up with; to tolerate
容许	 permit; allow
容易	 easy; likely; liable (to)
绒	 velvet; woolen
绒布	 flannel
冗	 extraneous
冗员	 excess personnel
揉	 knead; massage; rub
柔	 soft
柔道	 (the sport of) judo
柔佛巴鲁	 Johor Baharu
柔软	 soft
肉	 meat; flesh
肉桂	 cinnamon
肉片	 meat slice
肉体	 physical body
茹	 eat; rubicene (chem.)
茹旺翁佩索阿	 Joao Pessoa
蠕	 to squirm; to wiggle; to wriggle
蠕虫	 worm
蠕虫	 worm
蠕动	 to wiggle; to squirm
蠕动前进	 wriggle
蠕蠕	 wiggling; squirming
儒	 scholar; Confucian
孺	 (surname); child
如	 as (if); such as
如草	 grassy
如出一辙	 be precisely the same; be no different
如此	 in this way; so
如果	 if; in case; in the event that
如何	 how; what way; what
如花	 flowery
如画	 picturesque
如火	 fiery
如饥似渴	 thirsting or hungering for sth.
如今	 nowadays
如同	 like; as
辱	 disgrace; insult
乳	 breast; milk
乳白色	 milky white
乳头	 nipple
汝	 thou
入	 to enter
入境	 enter a country
入口	 entrance
入门	 introduction (to a subject)
入迷	 to be fascinated; to be enchanted
入木三分	 written in a forceful hand; penetrating; profound
入侵	 to invade
入伍	 enter the army; enlist
入学率	 percentage of children who enter school
入狱	 go to jail; get sent to prison
褥	 mattress
褥子	 cotton-padded mattress
软	 soft; flexible
软＿	 soft palate
软磁碟	 floppy disk
软磁盘	 floppy disk
软碟	 floppy disk
软膏	 ointment; paste
软化	 soften
软件	 (computer) software
软件技术	 software technology
软件开发人员	 software developer
软件平台	 software platform
软件企业	 software company
软件市场	 software market
软件系统	 software system
软毛	 fur
软木塞	 cork
软盘	 floppy disk
软体	 software
软体出版协会	 Software Publishers Association
软体配送者	 software distributor
软硬件	 software and hardware
软腭	 soft palate
阮	 Ruan (a surname)
蕊	 stamen; pistil
瑞	 lucky; auspicious; propitious; rayl (acoustical unit)
瑞昂莱潘	 Juan-Les-Pins
瑞典	 Sweden
瑞典人	 Swede
瑞典语	 Swedish (language)
瑞金	 Ruijin
瑞色	 lovely color
瑞士	 Switzerland
瑞士人	 Swiss (person)
瑞香	 winter daphne
瑞雪	 timely snow
锐	 acute
锐利	 sharp; sharply
闰	 intercalary
润	 smooth; moist
润滑	 smooth
若	 to seem; like; as; if
若干	 a certain number or amount of
若是	 if
弱	 weak; feeble; young; inferior
弱点	 weak point; failing
弱化	 weaken; make weaker
弱碱	 weak base
弱硷	 weak base
弱脉	 weak pulse
弱酸	 weak acid
弱小	 small and weak
撒	 let go
撒	 to scatter
撒但	 Satan
撒都该人	 Sadducees
撒哈 拉	 Sahara
撒哈拉	 Sahara
撒哈拉以南非洲	 Sub-Saharan Africa
撒谎	 tell a lie
撒母耳记上	 1 Samuel
撒母耳记下	 2 Samuel
撒迦利亚书	 Book of Zechariah
洒	 spill; sprinkle
萨	 (surname); Bodhisattva
萨达姆侯赛因	 Saddam Hussein
萨德佰里	 Sudbury
萨尔茨堡	 Salzburg
萨尔蒂约	 Saltillo
萨尔弗斯普林斯	 Sulphur Springs
萨尔塔	 Salta
萨尔瓦多	 El Salvador; Salvador
萨凡纳	 Savannah 
萨菲	 Safi
萨福德	 Safford
萨福克	 Suffolk
萨卡特卡斯	 Zacatecas
萨克拉门托	 Sacramento
萨拉戈萨	 Zaragoza
萨拉曼卡	 Salamanca
萨拉纳克莱克	 Saranac Lake
萨拉热窝	 Sarajevo 
萨拉索塔	 Sarasota
萨里	 Surrey
萨利达	 Salida
萨利纳	 Salina; Salinas
萨马尔罕	 Samarkand
萨蒙	 Salmon
萨蒙阿姆	 Salmon Arm
萨莫斯岛	 Samos
萨默塞德	 Summerside
萨默塞特	 Somerset
萨姆特	 Sumter
萨那	 San'a
萨尼亚	 Sarnia
萨帕拉	 Zapala
萨瑟兰	 Sutherland
萨斯卡通	 Saskatoon
萨翁林纳	 Savonlinna
萨武萨武	 Savusavu
萨伊	 Zaire
腮	 gills; lower part of cheeks
鳃	 gills of fish
塞	 stop up; to squeeze in; to stuff
塞	 strategic pass
塞	 piston; unenlightened
塞班	 Saipan 
塞得港	 Port Said
塞杜纳	 Ceduna
塞多纳	 Sedona
塞尔	 Sale
塞尔马	 Selma
塞尔南	 (Eugene) Cernan (Apollo 17 astronaut)
塞尔特	 Celtic
塞尔特语	 Celtic language
塞尔维亚	 Serbia
塞尔维亚克罗地亚语	 Serbo-Croatian (language)
塞尔维亚语	 Serbian (language)
塞克斯顿	 Sikeston
塞拉凡	 (Sonny) Seraphin (Haitian ambassador to Taiwan)
塞拉莱	 Salalah
塞拉利昂	 Sierra Leone
塞莱比-皮奎	 Selebi-Phikwe
塞勒姆	 Salem
塞内加尔	 Senegal 
塞浦路斯	 Cyprus
塞萨洛尼基	 Thessaloniki
塞舌耳	 Seychelles 
塞斯诺克	 Cessnock
赛	 to compete; competition; match
赛勒姆	 Salem 
三	 three
三百	 three hundred
三百亿	 30 billion
三宝颜	 Zamboanga
三宝珑	 Semarang
三倍	 triple
三不	 "the three no's" (an example of an abbreviated slogan or catchphrase)
三岔口	 At The Crossroads, the name of a famous opera, story from Shui Hu Zhuan
三次	 third; three times
三藩市	 San-Francisco; San Francisco 
三分之二	 two-thirds
三分之一	 one third
三国演义	 name of a classic novel, "Romance of the Three Kingdoms"
三合一	 three in one; triple
三河镇	 Trois-Rivieres
三角腹带	 athletic supporter
三角形	 triangle
三角洲	 delta
三棱镜	 prism
三轮车夫	 pedicab driver
三马林达	 Samarinda
三明治	 sandwich
三年	 three years
三千	 three thousand
三千到五千万	 30 to 50 million
三千五百	 3 500
三色紫罗兰	 pansy
三十	 thirty; 30
三十八	 thirty eight
三十二	 thirty two
三十九	 thirty nine
三十六	 thirty six
三十年来	 for the past thirty years
三十七	 thirty seven
三十三	 thirty three
三十四	 thirty-four; 34
